id,token,tag
250,проектированием,O
251,",",O
252,так,O
253,и,O
254,являющиеся,O
255,продуктом,O
256,проектирования,O
257,немыслимы,O
258,без,O
259,встроенных,O
260,технологий,O
261,искусственного,B-TERM
262,интеллекта,I-TERM
263,.,O
264,Выделена,O
265,как,O
266,самостоятельная,O
267,часть,O
268,внедрение,O
269,технологий,O
270,автоматического,B-TERM
271,управления,I-TERM
272,транспортным,I-TERM
273,средством,I-TERM
274,",",O
275,отмечен,O
276,ряд,O
277,организационных,O
278,проблем,O
279,.,O
280,Определены,O
281,перспективы,O
282,САПР,O
283,.,O
284,Использование,O
285,мощных,O
286,библиотек,O
287,",",O
288,интеграция,O
289,аппаратного,O
290,и,O
291,программного,O
292,проектирования,O
293,",",O
294,применение,O
295,интеллектуальных,O
296,технологий,O
297,является,O
298,ближайшей,O
299,перспективой,O
300,САПР,O
301,.,O
302,Отмечена,O
303,возможность,B-TERM
304,наследования,I-TERM
305,решений,I-TERM
306,для,O
307,сокращения,O
308,сроков,O
309,разработки,O
310,и,O
311,уменьшения,B-TERM
312,затрат,I-TERM
313,ресурсов,I-TERM
314,.,O
315,В,O
316,заключение,O
317,показано,O
318,",",O
319,что,O
320,перечисленные,O
321,перспективы,O
322,не,O
323,исчерпывают,O
324,весь,O
325,спектр,B-TERM
326,возможных,I-TERM
327,решений,I-TERM
328,",",O
329,а,O
330,сформулированные,O
331,проблемы,O
332,не,O
333,исчерпывают,O
334,весь,O
335,перечень,O
336,проблем,O
337,",",O
338,однако,O
339,достижение,O
340,поставленных,O
341,целей,B-TERM
342,в,O
343,полной,O
344,или,O
345,в,O
346,частичной,O
347,мере,O
348,позволит,O
349,расширить,O
350,применение,O
351,современных,O
352,и,O
353,перспективных,O
354,информационных,O
355,технологий,O
356,в,O
357,различных,O
358,сферах,O
359,нашей,O
360,жизни,O
361,.,O
